NO,최초입사연도,산지,마번,마명,생산국,성별,털색,부마,모마,생산자,경매일,경매가,최초경주마입사일,출전,1위횟수,2위횟수,수득상금,승률,최고군,최초출전일,입사시조,입사시조교사,최초출발검사합격일,출생년도,심사 합격마,육성훈련합격일,육성조련사,경주마가격,포입여부
1204,2017,국산,37465,희망스타,한국,암,갈색,테스타마타,희망둥이,청호컴넷(주),,,2017-05-20,22,0,2,51960000,0,5,2017-09-24,44,김학수,2017-07-26,2015,,,,"15,000,000",
884,2017,국산,37607,공산,한국,암,갈색,테스타마타,아르누보,김원숙,,,2017-10-22,22,2,4,134120000,9.1,4,2018-03-03,44,김학수,2018-01-10,2015,,,,,
496,2017,국산,37034,클레버윌리,한국,거,밤색,테스타마타,위치윌리엄스,이시돌협회,,,2017-07-16,12,2,2,101150000,16.7,3,2017-09-08,31,라이스,2017-08-05,2015,,,,,
1049,2017,국산,37687,기쁨데이,한국,암,밤색,테스타마타,여인천국,임용근,,,2017-06-11,18,2,1,75520000,11.1,4,2018-01-05,6,구영준,2017-08-23,2015,,,,,
1244,2017,외산,39901,다크우라칸,미국,거,흑갈색,SCAT DADDY,WINE AND DYNE,,,,2017-08-11,9,0,0,1600000,0,4,2017-12-01,31,라이스,2017-09-30,2015,,,,"97,933,300",
439,2017,외산,39890,스트롱빅터,미국,거,갈색,HIGH COTTON,HOLIDAY FLARE,,,,2017-06-02,1,0,0,,0,4,2017-11-26,41,신삼영,2017-08-10,2015,,,,"94,509,504",
1123,2017,외산,38329,에이스코리아,미국,거,갈색,SMILING TIGER,퀸롤렉스,,,,2017-05-04,33,8,4,796800000,24.2,1,2017-07-21,30,울즐리,2017-06-18,2015,,,,"93,360,316",
1020,2017,외산,40027,아이언코어,미국,거,밤색,ORB,CHARMING N LOVABLE,,,,2017-08-27,20,2,0,144300000,10,3,2018-04-15,6,구영준,2017-10-18,2015,,,,"92,382,799",
956,2017,외산,39882,브라운챔피언,미국,수,밤색,DOMINUS,BUTTERFLY PRINCESS,,,,2017-05-27,4,0,0,,0,4,2017-09-03,45,김순근,2017-07-20,2015,,,,"90,078,345",
162,2017,외산,39800,아임유어엉클,미국,거,갈색,UNCLE MO,CARSON CITY BABE,,,,2017-02-15,8,0,0,5400000,0,4,2018-07-27,17,장세한,2018-04-19,2015,,,,"90,023,382",
1133,2017,외산,39848,청담타이거,미국,거,갈색,DATA LINK,INFORMATIVE STYLE,,,,2017-06-09,24,2,2,123600000,8.3,3,2017-09-23,33,서인석,2017-07-19,2015,,,,"89,699,653",
520,2017,외산,39851,제왕의후예,미국,거,흑갈색,MORE THAN READY,CZECHERS,,,,2017-03-27,18,0,0,20600000,0,4,2017-07-21,22,강은석,2017-05-24,2015,,,,"89,262,951",
195,2017,외산,39794,롱히터,미국,거,갈색,MINESHAFT,LEMON CRUSTA,,,,2017-02-15,16,0,4,56550000,0,3,2017-11-25,45,김순근,2017-04-27,2015,,,,"87,027,221",
442,2017,외산,39886,남촌아티스트,미국,수,밤색,HAYNESFIELD,HOLLADAY DIXIE,,,,2017-07-09,18,2,2,105900000,11.1,3,2017-11-04,18,박대흥,2017-10-18,2015,,,,"86,979,272",
1437,2017,외산,39957,타이틀매치,미국,거,갈색,BELLAMY ROAD,CAT OUT,,,,2017-10-01,7,1,0,33550000,14.3,3,2017-12-08,6,구영준,2017-11-04,2015,,,,"86,834,852",
597,2017,외산,40022,더라스트위너,미국,수,회색,MIDSHIPMAN,PERFECT FAITH,,,,2017-07-21,5,0,0,10200000,0,4,2018-05-27,21,민장기,2018-04-25,2015,,,,"84,597,510",
477,2017,외산,39841,킬리의제왕,미국,수,갈색,DIALED IN,CLIFF'S SECRET,,,,2017-03-27,24,2,2,174050000,8.3,2,2018-02-25,40,송문길,2017-04-26,2015,,,,"84,306,104",
603,2017,외산,40026,크롬매직,미국,수,밤색,UNION RAGS,WILLOW BUNCH,,,,2017-08-27,22,3,1,159150000,13.6,3,2018-01-28,28,하무선,2017-10-14,2015,,,,"83,824,544",
1325,2017,외산,39855,청담제왕,미국,수,밤색,섀클포드,SEEK EASY,,,,2017-07-09,36,5,6,382750000,13.9,1,2017-09-23,33,서인석,2017-07-26,2015,,,,"83,687,916",
1134,2017,외산,39913,지상명령,미국,수,갈색,투아너앤드서브,GOLD MIRAGE,,,,2017-06-09,17,4,1,199550000,23.5,2,2017-09-23,8,최용구,2017-08-09,2015,,,,"83,348,874",
1458,2017,외산,40060,시스푸마프린세스,미국,암,갈색,SCIPION,SHE'S ALL CHARM,,,,2017-09-22,3,0,0,,0,4,2018-01-13,41,신삼영,2017-11-29,2015,,,,"82,088,640",
277,2017,외산,39934,말리부진저,미국,거,갈색,MALIBU MOON,QUANAH COUNTY,,,,2017-07-26,32,1,2,130820000,3.1,3,2017-12-02,14,이신영,2017-10-18,2015,,,,"81,839,985",
150,2017,외산,39795,오섬스마트,미국,암,갈색,SMART STRIKE,MINESAVE,,,,2017-02-15,12,1,1,65850000,8.3,3,2017-07-15,45,김순근,2017-05-17,2015,,,,"81,089,742",
1476,2017,외산,40079,헤네시프라임,일본,수,갈색,HENNY HUGHES,TAHITIAN MEMORY,,,,2017-09-24,10,3,2,167400000,30,2,2018-10-12,15,안우성,2017-12-02,2015,,,,"81,033,723",
246,2017,외산,39940,월드스페셜,미국,수,밤색,FORT LARNED,SHEHASEYESFORYOU,,,,2017-06-26,14,0,0,4600000,0,4,2017-09-30,28,최상식,2017-08-09,2015,,,,"80,779,943",
641,2017,외산,39912,불멸의제왕,미국,거,갈색,ADIOS CHARLIE,ENNUHWAY,,,,2017-06-09,35,2,4,197050000,5.7,2,2017-09-24,8,최용구,2017-08-10,2015,,,,"79,766,252",
1044,2017,외산,38305,라온포티어스,미국,거,갈색,STREET BOSS,HARBOR CRUISE,,,,2017-06-18,11,4,1,192900000,36.4,1,2017-10-14,1,박종곤,2017-08-31,2015,,,,"79,228,579",
1491,2017,외산,40069,파이널칸지노,호주,거,갈색,DENMAN,CANGINO,,,,2017-12-27,16,1,3,66650000,6.3,3,2019-05-19,34,리카디,2019-04-04,2015,,,,"76,100,434",
211,2017,외산,39923,창조대로,미국,거,회색,ORB,CHERRYBLOSSOMMISS,,,,2017-06-09,25,1,1,105600000,4,3,2017-10-27,3,오문식,2017-09-16,2015,,,,"75,821,406",
1191,2017,외산,39924,코리아드래곤,미국,거,밤색,ANIMAL KINGDOM,AWAY,,,,2017-06-23,9,0,2,50250000,0,3,2018-06-15,4,임금만,2018-03-31,2015,,,,"74,663,422",
485,2017,외산,39875,포텐셜,미국,암,흑갈색,MIDNIGHT LUTE,FAIR ROSE,,,,2017-05-28,14,1,5,199350000,7.1,2,2017-09-08,31,라이스,2017-07-15,2015,,,,"74,086,943",
452,2017,외산,39859,오샬라,미국,거,밤색,CONGRATS,CAUSEWAY LADY,,,,2017-05-21,5,0,0,9000000,0,4,2018-05-11,15,안우성,2018-04-19,2015,,,,"74,074,808",
1265,2017,외산,40019,치프에이스,미국,수,갈색,BODEMEISTER,JACEY'S REWARD,,,,2017-07-21,20,4,5,355550000,20,1,2017-10-27,8,토마스,2017-09-02,2015,,,,"73,526,825",
136,2017,외산,39938,하이올드실버,미국,거,회색,올드패션드,SILVER LINED,,,,2017-06-26,3,1,0,37200000,33.3,3,2017-08-27,26,안해양,2017-07-26,2015,,,,"72,662,348",
111,2017,외산,40014,다비키,미국,거,흑갈색,GHOSTZAPPER,DISTORTED LOVE,,,,2017-07-21,13,0,1,33000000,0,4,2018-03-10,43,서정하,2018-01-24,2015,,,,"71,757,230",
514,2017,외산,39843,해피보이,미국,거,갈색,DISCREET CAT,MINNY'S NIECE,,,,2017-05-14,20,2,1,103350000,10,3,2017-10-22,10,정호익,2017-06-15,2015,,,,"71,455,733",
418,2017,외산,40025,원인어빌리언,미국,거,갈색,CANDY RIDE,CHRISTMAS SHIP,,,,2017-08-12,6,1,1,58350000,16.7,3,2018-07-22,24,서홍수,2017-11-01,2015,,,,"71,143,057",
1036,2017,외산,39873,백문백답,미국,거,갈색,TAPIZAR,SHINING VICTORY,,,,2017-04-21,34,9,6,895000000,26.5,1,2017-07-21,19,김영관,2017-06-07,2015,,,,"70,838,725",
915,2017,외산,39858,럭키프라임,미국,수,갈색,LOOKIN AT LUCKY,LADY PRIMROSE,,,,2017-08-20,3,0,0,10200000,0,4,2018-01-28,15,안우성,2017-11-18,2015,,,,"70,575,523",
521,2017,외산,39907,행복을찾아,미국,암,밤색,HAYNESFIELD,GINGER LIGHT,,,,2017-06-09,9,1,1,63450000,11.1,3,2017-11-04,14,이신영,2017-08-31,2015,,,,"70,418,609",
808,2017,외산,39842,문학아치,미국,거,갈색,아치아치아치,KENZA,,,,2017-04-30,11,0,2,21000000,0,4,2017-07-09,32,김윤섭,2017-05-31,2015,,,,"70,042,407",
735,2017,외산,39977,마이티씽,미국,거,밤색,CONGRATS,FANTASY FOREST,,,,2017-06-28,18,6,2,434150000,33.3,1,2017-09-17,24,서홍수,2017-08-10,2015,,,,"69,984,860",
1226,2017,외산,40017,위너골드,미국,수,갈색,WILDCAT HEIR,DANCE SPECIAL,,,,2017-07-21,33,9,6,777700000,27.3,1,2017-09-30,5,우창구,2017-08-30,2015,,,,"69,834,085",
298,2017,외산,40009,올드아이리시브렛,미국,수,밤색,올드패션드,ALL ON THE TABLE,,,,2017-07-21,8,0,0,3000000,0,4,2018-01-28,41,신삼영,2017-11-22,2015,,,,"69,711,824",
718,2017,외산,39870,심바더넥스트,미국,수,갈색,ALGORITHMS,PATROLWOMAN,,,,2017-04-21,14,0,0,12150000,0,4,2017-07-02,49,지용철,2017-05-31,2015,,,,"69,459,249",
1071,2017,외산,40077,스마트프린스,일본,수,밤색,SMART FALCON,MIRACLE PRINCESS,,,,2017-09-23,31,7,6,449480000,22.6,1,2018-03-18,17,장세한,2017-11-25,2015,,,,"69,411,510",
491,2017,외산,39887,해오라비,미국,거,갈색,INTO MISCHIEF,RAVEN'S ROCKETTE,,,,2017-08-24,14,0,2,62550000,0,3,2017-10-15,18,박대흥,2017-09-13,2015,,,,"69,269,020",
1323,2017,외산,39961,위즈레이니어,미국,거,밤색,FLOWER ALLEY,ON HIGH ALERT,,,,2017-08-17,16,0,0,18000000,0,4,2017-09-16,40,송문길,2017-08-30,2015,,,,"66,617,770",
1175,2017,외산,39874,뉴애너라이즈,미국,수,갈색,오버애널라이즈,RAISE FEE,,,,2017-05-14,,,,,,,,31,라이스,,2015,,,,"66,199,769",
159,2017,외산,39946,어메이징삭스,미국,수,갈색,FREUD,JUNOON,,,,2017-06-26,14,2,1,104100000,14.3,3,2017-09-16,31,강환민,2017-08-23,2015,,,,"65,502,060",
962,2017,외산,39973,이스트걸치,미국,암,흑갈색,투아너앤드서브,APACHE CANYON,,,,2017-06-28,18,1,3,142500000,5.6,2,2017-10-14,10,정호익,2017-08-10,2015,,,,"64,541,310",
1091,2017,외산,40119,골든블랙,미국,거,갈색,SPRING AT LAST,THEREGOESMSAMERICA,,,,2017-12-02,18,1,2,88050000,5.6,3,2018-02-25,33,서인석,2018-01-10,2015,,,,"64,085,360",
864,2017,외산,38389,아이언볼,아일랜드,거,회색,KODIAC,SLOPE,,,,2017-07-16,,,,,,,,11,밀러,2017-09-20,2015,,,,"63,526,500",
533,2017,외산,39806,플라잉뮤닝,미국,거,갈색,MUNNINGS,FLYING FEVER,,,,2017-03-15,24,2,6,244400000,8.3,1,2017-07-01,45,김순근,2017-05-24,2015,,,,"63,295,938",
740,2017,외산,39847,컬린판타지,미국,거,갈색,CURLIN,인에스크로,,,,2017-05-18,26,1,4,147100000,3.8,3,2018-03-18,4,임금만,2018-01-24,2015,,,,"63,248,010",
1035,2017,외산,39906,카일라스댄서,미국,수,갈색,BROKEN VOW,HARD TO KNOW,,,,2017-06-09,22,1,1,71400000,4.5,4,2017-08-27,40,송문길,2017-07-13,2015,,,,"62,455,341",
982,2017,외산,39986,이스트팔로스,미국,수,갈색,투아너앤드서브,SILVER CHARADES,,,,2017-06-28,30,6,3,433650000,20,1,2017-10-14,33,서인석,2017-08-10,2015,,,,"62,156,077",
612,2017,외산,40061,스타플래티넘,미국,거,갈색,CONGRATS,AGE OF SILVER,,,,2017-09-22,17,0,0,33600000,0,4,2017-11-26,43,서정하,2017-10-19,2015,,,,"61,685,592",
1428,2017,외산,40023,치프타임,미국,거,밤색,PADDY O'PRADO,KISS THE KING,,,,2017-07-21,35,0,2,57100000,0,4,2018-01-28,29,문제복,2017-08-23,2015,,,,"61,300,746",
1391,2017,외산,39936,파노라마쇼,미국,거,갈색,YES IT'S TRUE,WAR EAGLE LADY,,,,2017-07-16,11,5,1,343750000,45.5,1,2017-12-02,52,김동균,2017-11-01,2015,,,,"61,012,105",
168,2017,외산,39964,위즈레이나,미국,암,갈색,MISSION IMPAZIBLE,SILENCE DOGOOD,,,,2017-08-10,18,0,1,53850000,0,4,2017-10-14,11,조현수,2017-08-30,2015,,,,"60,998,520",
1203,2017,외산,39972,내성천,미국,수,밤색,ESKENDEREYA,MICHELE THE GREAT,,,,2017-06-28,,,,,,,,50,박재우,,2015,,,,"60,878,520",
664,2017,외산,39853,점보블레이드,미국,수,갈색,MINESHAFT,MUMBO JUMBO,,,,2017-06-16,28,9,4,611400000,32.1,1,2018-02-09,15,안우성,2017-11-25,2015,,,,"60,843,316",
453,2017,외산,40010,선스파크,미국,수,흑갈색,TALE OF EKATI,REGALLY BRED,,,,2017-07-21,5,0,0,,0,4,2018-08-19,12,서범석,2018-02-01,2015,,,,"60,787,367",
127,2017,외산,40013,선스타트,미국,수,갈색,GEMOLOGIST,BRUSH STROKES,,,,2017-07-21,35,0,5,106550000,0,4,2017-10-28,2,손영표,2017-09-20,2015,,,,"60,787,367",
227,2017,외산,39990,갑오원더풀,미국,거,갈색,티즈원더풀,UNION MADE,,,,2017-08-12,2,0,1,20400000,0,4,2018-09-02,54,박천서,2018-07-18,2015,,,,"60,765,233",
788,2017,외산,39939,블루울프,미국,암,회색,NEW YEAR'S DAY,KISSABLE,,,,2017-06-26,20,3,1,172300000,15,2,2017-10-22,21,임봉춘,2017-08-23,2015,,,,"60,233,428",
233,2017,외산,39995,몬테비데오,미국,수,밤색,MAJESTIC WARRIOR,IVORY COAST,,,,2017-07-13,15,0,2,61350000,0,3,2017-09-16,8,최용구,2017-08-23,2015,,,,"60,104,427",
768,2017,외산,39895,더카쿠와,미국,수,갈색,SUPER SAVER,WABASH MOON,,,,2017-06-03,,,,,,,,14,이신영,,2015,,,,"60,038,400",
1266,2017,외산,39927,린지스라임,미국,암,갈색,FLAT OUT,BACK IN TIME,,,,2017-07-28,,,,,,,,15,안우성,2017-11-11,2015,,,,"59,547,361",
673,2017,외산,39952,질주최강,미국,수,갈색,INTO MISCHIEF,ST. CROIX,,,,2017-06-26,8,1,1,73200000,12.5,3,2018-05-11,7,김병학,2017-08-09,2015,,,,"59,499,805",
785,2017,외산,39925,그레이트아너,미국,거,갈색,투아너앤드서브,GRAVITAR,,,,2017-12-03,6,0,0,,0,4,2018-06-24,22,강은석,2018-05-12,2015,,,,"59,336,819",
495,2017,외산,40064,동해클럽,일본,거,흑갈색,페더럴리스트,PRINCESS AURORA,,,,2017-09-23,13,0,0,9000000,0,4,2017-12-09,24,서홍수,2017-11-08,2015,,,,"59,210,125",
1373,2017,외산,39862,발롱도르이지,미국,거,밤색,VIOLENCE,SARATOGA LADY,,,,2017-05-22,8,1,0,41400000,12.5,4,2018-03-18,31,라이스,2017-07-23,2015,,,,"58,804,810",
459,2017,외산,38322,러닝삭스,미국,거,갈색,TALE OF THE CAT,SONG CAT,,,,2017-05-07,26,3,4,291350000,11.5,1,2017-08-11,31,라이스,2017-06-14,2015,,,,"57,957,657",
509,2017,외산,38317,나봄도깨비,미국,거,갈색,LOOKIN AT LUCKY,MONEY HUNTRESS,,,,2017-05-20,2,0,0,,0,4,2017-10-14,14,이신영,2017-08-10,2015,,,,"57,957,657",
667,2017,외산,38247,장산베어스,미국,거,갈색,투아너앤드서브,WHITELACENPROMISES,,,,2017-05-06,21,1,3,114900000,4.8,3,2017-12-02,31,강환민,2017-10-26,2015,,,,"57,848,142",
872,2017,외산,40016,웰니스케이,미국,거,밤색,밥앤드존,TIA CHELA,,,,2017-07-21,12,2,0,71400000,16.7,3,2017-10-14,5,우창구,2017-08-30,2015,,,,"57,211,094",
867,2017,외산,40015,파이널스타,미국,거,흑갈색,STREET SENSE,KEY IS TO WIN,,,,2017-07-21,16,3,1,159390000,18.8,2,2018-09-01,5,우창구,2018-06-15,2015,,,,"57,211,094",
1420,2017,외산,39915,파이널블레이드,미국,거,회색,GIANT'S CAUSEWAY,QUIET DANCE,,,,2017-06-09,3,0,0,,0,4,2019-01-20,22,강은석,2017-10-01,2015,,,,"56,665,417",
194,2017,외산,39896,바이콘,미국,수,갈색,MUNNINGS,LA TREIZIEME,,,,2017-06-03,3,0,0,,0,4,2018-04-22,36,김양선,2018-01-10,2015,,,,"56,640,000",
616,2017,외산,39979,블루엠파이어,미국,암,밤색,FIRST DUDE,GREY APPEAL,,,,2017-06-28,7,1,2,94800000,14.3,3,2018-04-28,48,김대근,2018-03-14,2015,,,,"56,506,360",
518,2017,외산,39974,왕의정원,미국,수,갈색,WARRIOR'S REWARD,에이토스트투올,,,,2017-12-07,,,,,,,,7,구자흥,2018-03-21,2015,,,,"56,506,360",
536,2017,외산,39856,배다리뮤닝,미국,거,밤색,MUNNINGS,CANDYS GIRL,,,,2017-03-27,25,1,2,88950000,4,3,2017-09-01,2,강형곤,2017-04-30,2015,,,,"55,432,752",
1179,2017,외산,39962,플라잉보스,미국,수,밤색,FROST GIANT,PAPA SIDS GIRL,,,,2017-06-28,23,0,5,104550000,0,3,2017-09-23,35,임채덕,2017-08-10,2015,,,,"55,139,270",
178,2017,외산,38371,티즈퀄리티,미국,수,흑갈색,TIZNOW,DAME ELLEN,,,,2017-04-15,1,0,0,,0,4,2018-05-05,37,심승태,2017-07-19,2015,,,,"54,841,858",
1258,2017,외산,39989,해피이즈굿,미국,수,갈색,QUALITY ROAD,SOLOING,,,,2017-11-09,,,,,,,,42,이관호,,2015,,,,"54,127,024",
262,2017,외산,39790,말리지마,미국,수,갈색,MALIBU MOON,BOLD ASSURANCE,,,,2017-03-09,9,0,0,18600000,0,4,2018-03-10,19,곽영효,2017-11-15,2015,,,,"54,071,759",
517,2017,외산,39791,문학치프,미국,수,흑갈색,PIONEEROF THE NILE,TALULLAH LULA,,,,2017-03-15,29,14,5,2252900000,48.3,1,2017-06-17,10,정호익,2017-05-11,2015,,,,"54,071,759",
1165,2017,외산,39861,드론이지,미국,거,흑갈색,TALE OF EKATI,MORNING CRY,,,,2017-09-17,7,0,0,3000000,0,4,2018-07-27,11,밀러,2017-11-25,2015,,,,"53,764,398",
96,2017,외산,39917,매직포인트,미국,수,갈색,CONGRATS,WIN CRAFTY,,,,2017-06-09,3,0,0,3000000,0,4,2017-10-13,21,민장기,2017-07-22,2015,,,,"53,701,971",
748,2017,외산,39891,짱콩,미국,수,갈색,티즈웨이,캐어리에터,,,,2017-06-02,27,5,4,456700000,18.5,1,2018-07-22,20,배대선,2018-04-18,2015,,,,"53,672,064",
530,2017,외산,39947,헤드투헤드,미국,거,밤색,SANGAREE,APLEASANTNIGHT,,,,2017-06-26,18,0,5,69150000,0,3,2018-02-02,10,김남중,2018-01-06,2015,,,,"53,323,371",
885,2017,외산,39978,너라는축제,미국,수,밤색,POSEIDON'S WARRIOR,GHOST RIVER,,,,2017-06-28,11,2,2,134550000,18.2,3,2017-11-26,22,안병기,2017-10-12,2015,,,,"53,062,810",
1425,2017,외산,39985,소중한순간,미국,암,회색,RATTLESNAKE BRIDGE,RED BEAUTY,,,,2017-06-28,2,0,0,2400000,0,4,2017-09-24,33,서인석,2017-08-10,2015,,,,"52,973,277",
614,2017,외산,39884,스타더스트다,미국,수,갈색,WARRIOR'S REWARD,SWEET ABILENA,,,,2017-05-27,3,0,0,2200000,0,4,2017-11-03,28,하무선,2017-08-23,2015,,,,"52,937,252",
263,2017,외산,40063,에코골드,미국,수,회색,SCIPION,FOURTH QUEST,,,,2017-09-22,22,1,1,92400000,4.5,3,2017-12-24,6,홍대유,2017-11-15,2015,,,,"52,873,365",
210,2017,외산,40062,노블하이네스,미국,암,갈색,HAYNESFIELD,DOWN THE STREET,,,,2017-09-22,,,,,,,,6,홍대유,2017-12-08,2015,,,,"52,873,365",
1197,2017,외산,39929,파샤,미국,수,밤색,HAYNESFIELD,큐트앤새시,,,,2017-06-23,33,4,3,354400000,12.1,1,2017-09-22,30,울즐리,2017-08-09,2015,,,,"52,494,181",
163,2017,외산,40006,오섬킹이지,미국,거,갈색,OXBOW,RAVIONETTA,,,,2017-08-14,43,2,6,282600000,4.7,1,2017-11-03,8,토마스,2017-10-11,2015,,,,"52,168,950",
893,2017,외산,39935,말리부불패,미국,수,밤색,MALIBU MOON,SPIRITED AWAY,,,,2017-10-21,13,4,3,261000000,30.8,1,2018-02-03,14,이신영,2017-12-20,2015,,,,"51,984,803",
781,2017,외산,38318,스톰사바티칼,미국,수,밤색,STORMY ATLANTIC,MS. SABBATICAL,,,,2017-04-19,,,,,,,,32,김윤섭,2017-07-27,2015,,,,"51,962,864",
334,2017,외산,39793,런위드골드,미국,거,갈색,RUN AWAY AND HIDE,AUTUMN GOLD,,,,2017-03-03,16,0,0,19200000,0,4,2017-05-20,19,곽영효,2017-04-05,2015,,,,"50,744,230",
407,2017,외산,39987,스피드조이,미국,수,흑갈색,JIMMY CREED,SIMPLY ELEGANT,,,,2017-08-17,11,4,3,242100000,36.4,1,2018-01-06,40,송문길,2017-08-31,2015,,,,"50,677,577",
129,2017,외산,39982,슈퍼삭스,미국,거,갈색,TWO STEP SALSA,MS LUCILLE,,,,2017-09-01,31,11,1,729850000,35.5,1,2018-01-21,34,리카디,2017-09-29,2015,,,,"50,677,577",
220,2017,외산,39999,스트로리아,미국,암,갈색,UNCLE MO,ESTHER GOT EVEN,,,,2017-07-13,11,0,0,8400000,0,4,2017-11-18,8,최용구,2017-09-07,2015,,,,"50,533,163",
950,2017,외산,39849,시선제압,미국,수,갈색,FIRST SAMURAI,WADENA,,,,2017-04-13,,,,,,,,17,장세한,2018-08-01,2015,,,,"49,880,402",
1407,2017,외산,39963,파크삭스,미국,수,갈색,DISCREET CAT,ROCKINWITHHER,,,,2017-07-16,28,2,5,200250000,7.1,2,2017-11-04,31,강환민,2017-09-21,2015,,,,"49,400,020",
566,2017,외산,39969,다크젠틀맨,미국,수,흑갈색,TIZNOW,DOUBLE DINGHY DAY,,,,2017-06-28,3,0,0,2400000,0,4,2017-10-15,29,배휴준,2017-08-23,2015,,,,"49,400,020",
940,2017,외산,39965,이글스그리프터,미국,수,회색,HAYNESFIELD,STRIKE A PUNCH,,,,2017-06-28,28,2,3,146750000,7.1,2,2017-11-11,5,우창구,2017-09-28,2015,,,,"49,400,020",
796,2017,외산,39966,잘루지,미국,암,갈색,MUNNINGS,THICKET,,,,2017-06-28,19,1,0,58950000,5.3,3,2017-09-23,4,박윤규,2017-08-10,2015,,,,"49,400,020",
100,2017,외산,38250,오렌지마린,미국,수,흑갈색,THE PAMPLEMOUSSE,INSANE MARY JANE,,,,2017-01-16,12,0,1,34200000,0,4,2017-06-25,11,김보경,2017-04-29,2015,,,,"49,137,113",
109,2017,외산,39942,소중한소망,미국,암,흑갈색,BLAME,TAPPIN'AT THE DOOR,,,,2017-06-26,11,3,2,221050000,27.3,2,2017-09-30,29,배휴준,2017-08-23,2015,,,,"48,955,802",
467,2017,외산,39930,으쓱,미국,거,갈색,PARADING,PAT HAND,,,,2017-10-01,10,0,0,,0,4,2018-02-02,22,강은석,2017-12-09,2015,,,,"48,492,738",
840,2017,외산,39941,바비스사운드,미국,수,흑갈색,SHANGHAI BOBBY,TANGIER SOUND,,,,2017-06-26,8,1,0,34200000,12.5,4,2017-09-24,29,배휴준,2017-08-23,2015,,,,"48,442,714",
492,2017,외산,39922,정상통일,미국,수,갈색,GEMOLOGIST,CARSONALITY,,,,2017-06-09,2,0,0,,0,4,2017-09-22,18,이정표,2017-08-20,2015,,,,"48,339,924",
937,2017,외산,39815,금빛번개,미국,거,갈색,CHEROKEE'S BOY,MOTHERLY,,,,2017-04-30,5,0,0,3000000,0,4,2017-08-27,8,최용구,2017-06-22,2015,,,,"47,851,881",
1004,2017,외산,39854,경주제국,미국,거,갈색,콩코드포인트,PEACE PLEDGE,,,,2017-05-17,,,,,,4,,1,박종곤,2017-07-26,2015,,,,"47,617,494",
943,2017,외산,40078,스마트안,일본,암,갈색,SWEPT OVERBOARD,ANMUT,,,,2017-09-23,5,0,0,,0,4,2018-01-19,4,임금만,2017-11-25,2015,,,,"46,789,651",
1288,2017,외산,39814,금아어누이티,미국,거,갈색,YES IT'S TRUE,SWEET ANNUITY,,,,2017-08-31,17,0,4,64800000,0,3,2017-12-24,54,박천서,2017-11-08,2015,,,,"46,635,801",
986,2017,외산,39898,제트스카이,미국,암,갈색,CONGRATS,PLATINUM CAT,,,,2017-06-02,14,1,2,73200000,7.1,3,2018-03-23,4,임금만,2017-07-22,2015,,,,"46,554,304",
876,2017,외산,40005,카스바프린스,미국,거,갈색,EL CORREDOR,MALINDI,,,,2017-07-13,22,3,4,216100000,13.6,1,2017-10-13,13,강병은,2017-08-30,2015,,,,"46,372,400",
138,2017,외산,38319,정상불패,미국,거,갈색,MIDNIGHT LUTE,REEN,,,,2017-02-15,5,0,2,36750000,0,3,2017-09-24,10,정호익,2017-04-05,2015,,,,"45,968,072",
859,2017,외산,38315,정상챔프,캐나다,거,갈색,MUNNINGS,J'S HOT SHOT LADY,,,,2017-04-16,13,2,1,102750000,15.4,3,2017-07-30,10,정호익,2017-05-18,2015,,,,"45,968,072",
802,2017,외산,40031,부활의숨결,미국,암,흑갈색,SUPER SAVER,LITTLE SWOON,,,,2017-11-26,4,0,0,,0,4,2018-10-21,29,문제복,2018-01-31,2015,,,,"45,504,576",
191,2017,외산,39846,삼육으뜸,미국,수,밤색,BIG DRAMA,SILVER LOVER,,,,2017-03-29,22,1,3,80400000,4.5,3,2017-07-30,7,구자흥,2017-05-18,2015,,,,"45,371,600",
1269,2017,외산,39852,장산세븐,미국,거,갈색,SUCCESSFUL APPEAL,MRS. GREELEY,,,,2017-05-14,2,0,0,,0,4,2018-08-26,18,박대흥,2017-08-09,2015,,,,"45,212,799",
151,2017,외산,39976,마하탄생,미국,암,흑갈색,ALTERNATION,DYNA DEL,,,,2017-06-28,19,0,1,12400000,0,4,2017-09-16,54,박천서,2017-08-16,2015,,,,"45,027,860",
680,2017,외산,39975,메갈리오스,미국,수,갈색,MIDSHIPMAN,DOWER,,,,2017-06-28,28,4,2,276500000,14.3,1,2017-09-24,42,이관호,2017-08-09,2015,,,,"45,027,860",
642,2017,외산,39980,미스터터너,미국,거,갈색,MUNNINGS,HILDA BROWNE,,,,2017-06-28,30,1,4,131700000,3.3,3,2017-10-14,17,김점오,2017-09-14,2015,,,,"45,027,860",
1303,2017,외산,39988,서울엄지,미국,수,밤색,티즈원더풀,SPLENDORELLA,,,,2017-06-28,20,1,1,69150000,5,3,2017-10-15,17,김점오,2017-09-06,2015,,,,"44,938,327",
1499,2017,외산,40068,러블리헬멧,호주,암,갈색,HELMET,PASSILENTE,,,,2017-12-27,4,0,0,,0,4,2018-03-18,30,토니,2018-02-28,2015,,,,"44,924,279",
538,2017,외산,39998,스캐터메인,미국,거,갈색,ORB,BEAT THE BLUES,,,,2017-07-13,6,0,0,,0,4,2018-05-06,2,손영표,2017-10-11,2015,,,,"44,769,074",
